Company,IsUS,Location HQ,Industry,Number Laid Off,Date of Layoff,Source,Dollars Raised (mil),Stage,Country,Percentage,Job Positions Laid Off Desc,Job Positions Laid Off Specific,Reason Mentioned 1,Reason Mentioned 2,Reason Mentioned 3,Unprofitable,AI Mentioned,AI Relation,Expansion Mentioned,cik,Ticker,Exchange,Stock Delisted,Announced Post-Trading Hours,Stock Return On Closest Trading Date Post-Announcement (t),Stock Return 3 Days Before t,Stock Return 2 Days Before t,Stock Return 1 Day Before t,Stock Return 1 Day After t,Stock Return 2 Days After t,Stock Return 3 Days After t,List of Employees Laid Off
Flock Freight,TRUE,San Diego,Logistics,54,3/16/2024,https://www.freightwaves.com/news/flock-reports-layoffs-path-to-profitability,399,Series D,United States,,,,,,,,,,,,,,,,,,,,,,,
Chipper Cash,TRUE,SF Bay Area,Finance,20,3/15/2024,https://www.theinformation.com/briefings/payments-startup-chipper-cuts-jobs-in-seventh-round-of-layoffs,302,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
Blueboard,TRUE,SF Bay Area,HR,,3/15/2024,https://www.kqed.org/news/11979696/popular-employee-rewards-company-blueboard-shutters-abruptly,16,Series A,United States,1,,,,,,,,,,,,,,,,,,,,,,
Ancestry,TRUE,Lehi,Consumer,81,3/14/2024,https://endpts.com/ancestry-cut-6-of-workforce-as-genealogy-giant-struggles-with-subscription-revenue/,33,Acquired,United States,0.06,,,,,,,,,,,,,,,,,,,,,,
Textio,TRUE,Seattle,Recruiting,14,3/14/2024,https://www.geekwire.com/2024/augmented-writing-startup-textio-lays-off-14-employees-or-16-of-staff/,42,Unknown,United States,0.16,,,,,,,,,,,,,,,,,,,,,,
Stash,TRUE,New York City,Finance,80,3/13/2024,https://www.axios.com/pro/fintech-deals/2024/03/13/stash-lays-off-25-percent,480,Unknown,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
IBM,TRUE,New York City,Hardware,,3/12/2024,https://www.cnbc.com/2024/03/12/ibm-tells-employees-of-job-cuts-in-marketing-and-communications.html,,Post-IPO,United States,,,"Marketing, communications",Optimization,Automation,,FALSE,TRUE,"Pivot towards AI, planning to replace jobs with AI",FALSE,51143,IBM,NYSE,FALSE,FALSE,0.031554826,0.001937124,-0.003001841,-0.021536144,-0.005460677,-0.01662428,-0.01220074,
Phantom Auto,TRUE,SF Bay Area,Transportation,100,3/12/2024,https://techcrunch.com/2024/03/12/remote-driving-startup-phantom-auto-is-shutting-down/,86,Unknown,United States,1,,,,,,,,,,,,,,,,,,,,,,
Deadspin,TRUE,New York City,Media,11,3/11/2024,https://variety.com/2024/digital/news/deadspin-staff-laid-off-site-sold-1235938325/,,Acquired,United States,1,,,,,,,,,,,,,,,,,,,,,,
Niche,TRUE,Pittsburgh,Education,24,3/8/2024,https://technical.ly/professional-development/niche-layoffs-pittsburgh-edtech/,44,Series C,United States,0.07,,,,,,,,,,,,,,,,,,,,,,
Inscribe,TRUE,SF Bay Area,Finance,,3/8/2024,https://techcrunch.com/2024/03/08/ai-fraud-detection-software-maker-inscribe-ai-lays-off-40-of-staff/,39,Series B,United States,0.4,,,,,,,,,,,,,,,,,,,,,,
Turnitin,TRUE,SF Bay Area,Education,15,3/7/2024,https://techcrunch.com/2024/03/07/turnitin-laid-off-staff-earlier-this-year-after-ceo-forecast-ai-would-allow-it-to-cut-headcount/,,Acquired,United States,0.02,,,,,,,,,,,,,,,,,,,,,,
Totango,TRUE,SF Bay Area,Support,,3/7/2024,https://www.calcalistech.com/ctechnews/article/rkbpxedat,147,Acquired,United States,,,,,,,,,,,,,,,,,,,,,,,
Meta,TRUE,SF Bay Area,Consumer,,3/6/2024,https://www.businessinsider.com/meta-facebook-messenger-hit-with-layoffs-2024-3?IR=T,26000,Post-IPO,United States,,Messenger,Technical program managers,Optimization,,,,FALSE,,FALSE,1326801,META,NASDAQ,FALSE,TRUE,0.032453819,-0.008182307,-0.015997917,0.011974192,-0.012182949,-0.044194165,0.033416761,
Sorare,TRUE,New York City,Crypto,22,3/6/2024,https://techcrunch.com/2024/03/06/nft-fantasy-sports-startup-sorare-layoffs-web3-gaming/,739,Series B,United States,0.13,,,,,,,,,,,,,,,,,,,,,,
PlanetScale,TRUE,SF Bay Area,Data,,3/6/2024,https://planetscale.com/blog/planetscale-forever,105,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
MessageBird,FALSE,Amsterdam,Other,90,3/5/2024,https://www.amsterdamai.com/en/nieuws/529e0e27-44d0-0505-2af2-f473d807ab03/Bird-ontslaat-werknemers-wegens-AI-effici%C3%ABntie,1100,Series C,Netherlands,0.2,,,,,,,,,,,,,,,,,,,,,,
Form Energy,TRUE,Boston,Energy,,3/5/2024,https://www.bizjournals.com/boston/news/2024/03/05/form-energy-layoffs-company-agile.html,966,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Verbit,TRUE,New York City,Data,,3/5/2024,https://www.calcalistech.com/ctechnews/article/hjfc9uvp6,569,Series E,United States,,,,,,,,,,,,,,,,,,,,,,,
Edgio,TRUE,Phoenix,Infrastructure,80,3/4/2024,https://investors.edg.io/node/13996/html,462,Post-IPO,United States,0.1,,,Cut costs,,,TRUE,FALSE,,FALSE,1391127,EGIO,NASDAQ,FALSE,TRUE,-0.096666654,-0.04347822,0.120454482,-0.087221064,-0.051660525,0.037613484,0.082499981,
Melio,TRUE,New York City,Finance,40,3/4/2024,https://www.calcalistech.com/ctechnews/article/r1sremqtt,504,Series D,United States,0.07,,,,,,,,,,,,,,,,,,,,,,
Our Next Energy,TRUE,Detroit,Transportation,40,3/4/2024,https://www.bloomberg.com/news/articles/2024-03-04/michigan-battery-startup-one-cuts-jobs-as-ceo-seeks-fresh-funds?embedded-checkout=True,390,Series B,United States,0.13,,,,,,,,,,,,,,,,,,,,,,
Project Ronin,TRUE,SF Bay Area,Healthcare,150,3/1/2024,https://www.bloomberg.com/news/articles/2024-03-01/larry-ellison-s-cancer-software-startup-project-ronin-is-closing,,Unknown,United States,1,,,,,,,,,,,,,,,,,,,,,,
Pristyn Care,FALSE,Gurugram,Healthcare,120,3/1/2024,https://entrackr.com/2024/03/pristyn-care-lays-off-around-120-employees-as-it-targets-profitability-and-ipo/,177,Series E,India,0.07,,,,,,,,,,,,,,,,,,,,,,
Gro Intelligence,TRUE,New York City,Food,90,3/1/2024,https://www.wsj.com/business/climate-data-startup-with-all-star-investors-and-roots-in-africa-nearly-collapses-3f675357?mod=e2li,118,Series B,United States,0.6,,,,,,,,,,,,,,,,,,,,,,
Tonik,FALSE,Singapore,Finance,,3/1/2024,https://www.techinasia.com/tonik-lays-employees-reaching-unit-profitability,175,Series B,Singapore,,,,,,,,,,,,,,,,,,,,,,,
Fisker,TRUE,Los Angeles,Transportation,,2/29/2024,https://techcrunch.com/2024/02/29/fisker-layoffs-cash-going-concern-dealerships/,1700,Post-IPO,United States,0.15,,,Acute liquidity issues,,,TRUE,FALSE,,FALSE,,FSRN,OTCMKTS,FALSE,TRUE,-0.33740734,0.126308749,0.081599526,-0.006548379,-0.084974052,-0.071347704,-0.001219497,
Kevin,FALSE,Vilnius,Finance,,2/29/2024,https://sifted.eu/articles/kevin-salaries,79,Series A,Lithuania,0.14,,,,,,,,,,,,,,,,,,,,,,
Vacasa,TRUE,Portland,Travel,320,2/28/2024,https://www.oregonlive.com/business/2024/02/portland-based-vacasa-will-lay-off-another-320-new-year-is-off-to-a-difficult-start.html,834,Post-IPO,United States,0.05,Central offices,,Lower demand,,,,FALSE,,FALSE,1874944,VCSA,NASDAQ,FALSE,TRUE,-0.160746038,0.079797979,0.040224539,0.012589959,-0.040211653,-0.146637262,0.00839794,
Electronic Arts,TRUE,SF Bay Area,Consumer,670,2/28/2024,https://www.cnbc.com/2024/02/28/ea-layoffs-company-to-cut-5percent-of-workforce-or-about-670-employees.html,2,Post-IPO,United States,0.05,,,Business realignment,,,FALSE,FALSE,,FALSE,712515,EA,NASDAQ,FALSE,TRUE,-0.004283373,-7.01E-05,-0.020296313,0.004157685,0.009392069,-0.014063437,-0.018226406,
Treasury Prime,TRUE,SF Bay Area,Finance,40,2/28/2024,https://www.bankingdive.com/news/treasury-prime-lay-off-40-50-employees-marketing-liaison-direct-fintech-partner-chris-dean/708770/,71,Series C,United States,0.4,,,,,,,,,,,,,,,,,,,,,,
Motional,TRUE,Boston,Transportation,,2/28/2024,https://techcrunch.com/2024/02/28/hyundai-backed-autonomous-company-motional-cuts-5-of-workforce/,,Unknown,United States,0.05,,,,,,,,,,,,,,,,,,,,,,
Bumble,TRUE,Austin,Consumer,350,2/27/2024,https://www.cnbc.com/2024/02/27/bumble-layoffs-350-employees-or-about-37percent-of-workforce.html,313,Post-IPO,United States,0.3,,,Business realignment,,,TRUE,FALSE,,FALSE,1830043,BMBL,NASDAQ,FALSE,TRUE,-0.147951496,0.000763303,-0.029748238,0.036163524,0.019590407,-0.000873382,-0.013986001,
Apple,TRUE,SF Bay Area,Transportation,,2/27/2024,https://techcrunch.com/2024/02/27/apple-cancels-electric-car-project-titan/,1200,Post-IPO,United States,,Autonomous electric car project,,Discontinuing product/service,,,FALSE,TRUE,Part of company product,TRUE,320193,AAPL,NASDAQ,FALSE,FALSE,0.008114337,0.011243897,-0.010034139,-0.007451218,-0.006625489,-0.003693034,-0.006030388,
PropertyGuru,FALSE,Singapore,Real Estate,79,2/27/2024,https://www.theedgesingapore.com/news/company-news/propertyguru-cuts-79-jobs-amid-organisational-changes,676,Post-IPO,Singapore,,,,Market conditions,Definite business realignment,,,FALSE,,FALSE,1873331,PGRU,NYSE,FALSE,FALSE,0.005934783,-0.005882347,-0.004437901,0.001485847,0.025073686,0.001438882,0.005747121,
Sony Interactive,TRUE,SF Bay Area,Consumer,900,2/27/2024,https://www.theverge.com/2024/2/27/24084494/sony-playstation-layoffs-2024,,Subsidiary,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
Expedia,TRUE,Seattle,Travel,1500,2/26/2024,https://www.geekwire.com/2024/expedia-group-cutbacks-will-impact-1500-roles-this-year-more-than-8-of-workforce/,3300,Post-IPO,United States,0.08,,"Product, technology",Business realignment,,,FALSE,FALSE,,FALSE,1324424,EXPE,NASDAQ,FALSE,FALSE,-0.009904667,-0.009927245,0.033125421,-0.020129424,0.009559159,-0.005211441,0.009518251,
WayCool,FALSE,Chennai,Food,70,2/26/2024,https://inc42.com/buzz/exclusive-waycool-fires-70-employees-in-second-restructuring-exercise-within-a-year/,363,Unknown,India,,,,,,,,,,,,,,,,,,,,,,,
Daraz,FALSE,Singapore,Retail,,2/26/2024,https://www.reuters.com/business/retail-consumer/alibabas-south-asian-e-commerce-giant-daraz-announces-layoffs-memo-2024-02-27/,,Unknown,Singapore,,,,,,,,,,,,,,,,,,,,,,,
Redesign Health,TRUE,New York City,Healthcare,77,2/23/2024,https://www.crainsnewyork.com/health-pulse/union-square-based-redesign-health-cuts-staff-slows-startup-creation,315,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
Carbon Health,TRUE,SF Bay Area,Healthcare,56,2/23/2024,https://www.sfchronicle.com/bayarea/article/bay-area-layoffs-carbon-health-18684600.php,522,Series D,United States,,,,,,,,,,,,,,,,,,,,,,,
Vice Media,TRUE,New York City,Media,,2/22/2024,https://www.nytimes.com/2024/02/22/business/vice-media-layoffs.html,1600,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Rivian,TRUE,Detroit,Transportation,,2/21/2024,https://techcrunch.com/2024/02/21/rivian-lays-off-10-of-workforce-as-ev-pricing-pressure-mounts/,10700,Post-IPO,United States,0.1,Non-manufacturing,,Macroeconomic conditions,Definite business realignment,,TRUE,FALSE,,FALSE,1874178,RIVN,NASDAQ,FALSE,TRUE,-0.256010425,-0.003058174,-0.025153308,-0.03146633,-0.120524029,0.062562079,0.041121546,
BuzzFeed,TRUE,New York City,Media,,2/21/2024,https://variety.com/2024/digital/news/buzzfeed-sells-complex-ntwrk-layoffs-1235918498/,696,Post-IPO,United States,0.16,,,Post-asset sale restructuring,Cut costs,,TRUE,TRUE,Part of company product,FALSE,1828972,BZFD,NASDAQ,FALSE,FALSE,-0.083681993,0.375722631,-0.088235346,0.101382491,0.579908635,-0.046242698,-0.009090972,
Affirm,TRUE,Pittsburgh,Finance,60,2/21/2024,https://bnnbreaking.com/finance-nav/affirms-pittsburgh-layoffs-a-tale-of-corporate-strategy-and-employee-impact,1500,Post-IPO,United States,,,,Optimization,Cut costs,,TRUE,FALSE,,FALSE,1820953,AFRM,NASDAQ,FALSE,FALSE,-0.034746077,0.013905823,-0.082290709,-0.003932819,0.017998465,-0.009375898,0.01000538,
Finder,FALSE,Sydney,Retail,60,2/21/2024,https://www.startupdaily.net/topic/business/finder-cuts-staffing-for-the-3rd-time-in-a-year-shedding-60-jobs/,30,Unknown,Australia,0.17,,,,,,,,,,,,,,,,,,,,,,
Sonder,TRUE,SF Bay Area,Travel,106,2/20/2024,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1819395/000181939524000007/son-20240215.htm,839,Post-IPO,United States,0.17,Corporate,,Business realignment,,,TRUE,FALSE,,FALSE,1819395,SOND,NASDAQ,FALSE,TRUE,0.213815824,0.097656252,0.106761551,-0.022508018,0.10027097,0.155172444,0.17057563,
Aptiv,FALSE,Krakow,Transportation,250,2/20/2024,"https://wyborcza.biz/biznes/7,159911,30719165,w-pol-godziny-zwolnili-250-osob-dostal-godzine-na-spakowanie.html?disableRedirects=True",8,Post-IPO,Poland,,,,Cut costs,,,TRUE,FALSE,,FALSE,1521332,APTV,NYSE,FALSE,FALSE,-0.01519753,0.00063223,0.00341173,-0.00566685,-0.001671873,0.00218995,-0.007326474,
Tails.com,FALSE,London,Retail,55,2/20/2024,https://www.businessinsider.com/tails-com-is-laying-off-25-percent-of-staffers-2024-2,5,Series A,United Kingdom,0.25,,,,,,,,,,,,,,,,,,,,,,
Auctane,TRUE,Austin,Retail,,2/20/2024,https://www.ecommercebytes.com/2024/02/20/layoffs-hit-shipping-solution-auctane-aka-stamps-com/,,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
KnownOrigin,FALSE,Manchester,Crypto,,2/20/2024,https://crypto.news/ebay-reportedly-laid-off-staff-at-nft-marketplace-knownorigin-it-acquired-in-2022/,3,Acquired,United Kingdom,0.3,,,,,,,,,,,,,,,,,,,,,,
Meati,TRUE,Boulder,Food,,2/20/2024,https://techcrunch.com/2024/02/20/meati-foods-cuts-workforce-amid-ceo-shift/,274,Series C,United States,0.3,,,,,,,,,,,,,,,,,,,,,,
Farfetch,FALSE,London,Retail,2000,2/16/2024,https://www.drapersonline.com/news/farfetch-to-cut-up-to-30-jobs,1700,Acquired,United Kingdom,0.25,,,,,,,,,,,,,,,,,,,,,,
Voi,FALSE,Stockholm,Transportation,120,2/16/2024,https://sifted.eu/articles/voi-layoffs-news,515,Series D,United States,0.12,,,,,,,,,,,,,,,,,,,,,,
Toast,TRUE,Boston,Food,550,2/15/2024,https://www.bloomberg.com/news/articles/2024-02-15/toast-layoffs-to-impact-hundreds-at-restaurant-tech-company?embedded-checkout=True,962,Post-IPO,United States,0.1,,,Increasing competition,Lower demand,,TRUE,FALSE,,FALSE,1650164,TOST,NYSE,FALSE,FALSE,-0.047146346,0.037863045,-0.029485265,0.03759009,0.167708291,-0.028545914,-0.047291123,https://docs.google.com/spreadsheets/d/1CLR2OGQw22tw8ZxQtfsOEBJgBHfyWJjCAiSIQ2lFy8s/edit#gid=238756284
Gro Intelligence,TRUE,New York City,Food,20,2/15/2024,https://agfundernews.com/ai-powered-ag-insights-platform-gro-intelligence-lays-off-10-of-its-staff,118,Series B,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
CodeSee,TRUE,SF Bay Area,Data,,2/15/2024,https://www.linkedin.com/posts/shaneak_i-am-very-sad-to-announce-officially-activity-7163970333912289281-DaOb/,10,Seed,United States,1,,,,,,,,,,,,,,,,,,,,,,
May Mobility,TRUE,Ann Arbor,Transportation,,2/15/2024,https://www.detroitnews.com/story/business/autos/2024/02/15/michigan-based-av-startup-may-mobility-reduces-workforce-by-13/72618523007/,303,Series D,United States,0.13,,,,,,,,,,,,,,,,,,,,,,
Cisco,TRUE,SF Bay Area,Infrastructure,4250,2/14/2024,https://www.cnbc.com/2024/02/14/cisco-cutting-5percent-of-global-workforce-in-restructuring-move.html,2,Post-IPO,United States,0.05,,,Definite business realignment,Focus on AI,Focus on cybersecurity,FALSE,TRUE,Key strategic growth area,TRUE,858877,CSCO,NASDAQ,FALSE,TRUE,-0.024264017,-0.002792698,-0.007001491,0.012892828,-0.012637682,-0.003302995,0.004142487,
Wint Wealth,FALSE,Nashik,Finance,19,2/14/2024,https://inc42.com/buzz/exclusive-wint-wealth-fires-20-of-its-workforce-in-a-restructuring-exercise/,16,Series A,India,0.2,,,,,,,,,,,,,,,,,,,,,,
Away,TRUE,New York City,Retail,,2/14/2024,https://www.inc.com/rebecca-deczynski/away-just-cut-25-percent-of-its-internal-staff-ceo-jen-rubio-shares-companys-path-forward.html,181,Series D,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
Instacart,TRUE,SF Bay Area,Food,250,2/13/2024,https://www.cnbc.com/2024/02/13/instacart-layoffs-company-to-cut-250-employees-or-about-7percent.html,2900,Post-IPO,United States,0.07,Management,Management,Definite business realignment,Optimization,,FALSE,FALSE,,FALSE,1579091,CART,NASDAQ,FALSE,TRUE,-0.01867147,0.020329908,0.029323262,0.01716586,-0.040248825,0.020587149,0.034740392,
Riskified,TRUE,New York City,Retail,40,2/13/2024,https://en.globes.co.il/en/article-israeli-fintech-co-riskified-lays-off-6-of-workforce-1001471055,229,Post-IPO,United States,0.06,,"HR, recruiting, management",Macroeconomic conditions,Hit financial targets,,,FALSE,,FALSE,1851112,RSKD,NYSE,FALSE,FALSE,-0.041493834,0,0.006355977,0.014736878,0.012987001,-0.008547001,-0.012931023,
Redesign Health,TRUE,New York City,Healthcare,77,2/13/2024,https://www.fiercehealthcare.com/health-tech/redesign-health-reduces-workforce-it-slows-down-pace-new-company-launches-2024,315,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Mozilla,TRUE,SF Bay Area,Consumer,60,2/13/2024,https://www.bloomberg.com/news/articles/2024-02-13/firefox-maker-mozilla-is-cutting-60-jobs-after-naming-new-ceo,2.3,Unknown,United States,0.05,,,,,,,,,,,,,,,,,,,,,,https://docs.google.com/spreadsheets/d/14KNRPeFfQy5sWUictqvG9_ScP8Oaep-qdAVBJWJEL0A/edit#gid=0
Everybuddy,FALSE,Tel Aviv,Consumer,,2/13/2024,https://www.calcalistech.com/ctechnews/article/rj28wryo6,15,Series A,Israel,1,,,,,,,,,,,,,,,,,,,,,,
Popcore,FALSE,Berlin,Consumer,,2/13/2024,https://www.pocketgamer.biz/news/83416/popcore-undergoes-wave-of-layoffs-impacting-key-staff/,,Acquired,Germany,,,,,,,,,,,,,,,,,,,,,,,
Wisense,FALSE,Tel Aviv,Transportation,,2/13/2024,https://www.calcalistech.com/ctechnews/article/rjeyhktjt,37,Unknown,Israel,1,,,,,,,,,,,,,,,,,,,,,,
SiriusXM,TRUE,New York City,Media,160,2/12/2024,https://variety.com/2024/digital/news/siriusxm-layoffs-160-employees-1235908020/,525,Post-IPO,United States,0.03,,,Business realignment,,,,FALSE,,FALSE,1560385,LSXMA,NASDAQ,FALSE,FALSE,0.015171537,0.002280863,-0.012028636,-0.002303379,-0.028590028,0.009699027,-0.000662486,
Impinj,TRUE,Seattle,Other,50,2/9/2024,https://www.bizjournals.com/seattle/news/2024/02/12/impinj-layoffs-seattle-internet-of-things.html,137,Post-IPO,United States,0.1,,,Chase profitability,Business realignment,,,FALSE,,FALSE,1114995,PI,NASDAQ,FALSE,FALSE,-0.05383556,-0.007376293,0.035086101,-0.010814271,0.002815816,0.033501153,-0.037942622,
Licious,FALSE,Bengaluru,Food,80,2/9/2024,https://www.livemint.com/companies/licious-lays-off-80-employees-with-eye-on-growth-11707473279919.html,490,Series F,India,0.03,,,,,,,,,,,,,,,,,,,,,,
BlissClub,FALSE,Bengaluru,Retail,21,2/9/2024,https://inc42.com/buzz/exclusive-d2c-startup-blissclub-fires-about-18-workforce-to-cut-costs/,20,Series A,India,0.18,,,,,,,,,,,,,,,,,,,,,,
Kandji,TRUE,San Diego,Other,,2/9/2024,Internal memo,188,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
Pure Storage,TRUE,SF Bay Area,Data,275,2/8/2024,https://blocksandfiles.com/2024/02/08/pure-storage-lays-off-staff-again/,529,Post-IPO,United States,,,"Data protection, AI & analytics, database, alliances, unstructured data",Business realignment,,,FALSE,TRUE,"Notable layoff target, Key strategic growth area",FALSE,1474432,PSTG,NYSE,FALSE,TRUE,0.013819679,-0.005013108,0.020633412,0.037611623,-0.005363166,-0.040440335,-0.006555813,
Otovo,FALSE,Oslo,Energy,65,2/8/2024,https://www.mynewsdesk.com/otovo/pressreleases/otovo-q4-2023-cost-cuts-and-efficiency-program-executed-ready-for-2024-3302572,247,Post-IPO,Norway,0.15,,,Cut costs,Optimization,,,FALSE,,FALSE,,OTOVO.OL,OSL,FALSE,FALSE,-0.172541716,-0.058333375,0.017699098,0.171739126,-0.062780316,-0.00717697,0.007228851,
Getaround,TRUE,SF Bay Area,Transportation,,2/8/2024,https://techcrunch.com/2024/02/08/car-sharing-company-getaround-cuts-one-third-of-u-s-workforce/,948,Post-IPO,United States,0.3,,,Chase profitability,Cut costs,Preserve cash,,TRUE,New AI products,FALSE,1839608,GETR,NYSE,FALSE,FALSE,-0.041666695,-0.05343511,-0.012096739,0.077550994,0.027667982,-0.026923075,-0.023715405,
Journera,TRUE,Chicago,Travel,,2/8/2024,https://www.phocuswire.com/jeffrey-katz-journera-shuts-down,31,Series B,United States,1,,,,,,,,,,,,,,,,,,,,,,
Tenable,TRUE,Baltimore,Security,,2/7/2024,https://seekingalpha.com/article/4668074-tenable-holdings-tenb-q4-2023-earnings-call-transcript,565,Post-IPO,United States,0.05,Go-to-market,"Sales specialists, overlay teams, management",Optimization,,,FALSE,FALSE,,FALSE,1660280,TENB,NASDAQ,FALSE,TRUE,0.011365896,-0.016949181,0.013835707,0.05290784,0.023067787,-0.023896664,-0.026061198,
Grammarly,TRUE,SF Bay Area,Consumer,230,2/7/2024,https://elbuz.com/en/grammarly-skorochue-230-chleniv-komandi-37-z-yakikh-v-ukraini,400,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Fireblocks,TRUE,New York City,Crypto,20,2/7/2024,https://www.calcalistech.com/ctechnews/article/rjkvszzit,1000,Series E,United States,0.03,,,,,,,,,,,,,,,,,,,,,,
Workfellow,FALSE,Espoo,HR,,2/7/2024,https://tech.eu/2024/02/07/finnish-hrtech-startup-workfellow-announces-shutdown-amid-challenges/,3,Seed,Finland,1,,,,,,,,,,,,,,,,,,,,,,
Amazon,TRUE,Seattle,Retail,400,2/6/2024,https://www.businessinsider.com/amazon-one-medical-pharmacy-layoffs-broader-cost-cutting-campaign-2024-2,108,Post-IPO,United States,,"One Medical, Pharmacy",,Cut costs,,,FALSE,FALSE,,TRUE,1018724,AMZN,NASDAQ,FALSE,TRUE,0.008158468,0.078666492,-0.008730575,-0.006811131,-0.004046223,0.027143198,-0.01209516,
DocuSign,TRUE,SF Bay Area,Sales,440,2/6/2024,https://www.cnbc.com/2024/02/06/docusign-to-lay-off-6percent-of-workforce-or-about-440-jobs.html,536,Post-IPO,United States,0.06,,"Sales, marketing",Optimization,,,FALSE,FALSE,,TRUE,1261333,DOCU,NASDAQ,FALSE,FALSE,-0.019545216,-0.032665757,-0.013745145,-0.084480384,-0.016484509,-0.003215765,0.000684326,
